,index,block,block_length,line,line_length,part_of_word,block_words
10,4,"But life is short and information endless: nobody has time for everything. In practice we are generally forced to choose between an unduly brief exposition and no exposition at all. Abbreviation is a necessary evil and the abbreviator's business is to make the best of a job which, though intrinsically bad, is still better than nothing. He must learn to simplify, but not to the point of falsification. He must learn to concentrate upon the essentials of a situation, but without ignoring too many of reality's qualifying side issues. In this way he may be able to tell, not indeed the whole truth (for the whole truth about almost any important subject is incompatible with brevity), but considerably more than the dangerous quarter-truths and half-truths which have always been the current coin of thought.",6,"He must learn to simplify, but not to the point of falsification.",12,"['PRON', 'AUX', 'VERB', 'PART', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN']",134
11,4,"But life is short and information endless: nobody has time for everything. In practice we are generally forced to choose between an unduly brief exposition and no exposition at all. Abbreviation is a necessary evil and the abbreviator's business is to make the best of a job which, though intrinsically bad, is still better than nothing. He must learn to simplify, but not to the point of falsification. He must learn to concentrate upon the essentials of a situation, but without ignoring too many of reality's qualifying side issues. In this way he may be able to tell, not indeed the whole truth (for the whole truth about almost any important subject is incompatible with brevity), but considerably more than the dangerous quarter-truths and half-truths which have always been the current coin of thought.",6,"He must learn to concentrate upon the essentials of a situation, but without ignoring too many of reality's qualifying side issues.",21,"['PRON', 'AUX', 'VERB', 'PART', 'SCONJ', 'DET', 'NOUN', 'ADP', 'PUNCT', 'CCONJ', 'ADV', 'ADJ']",134
12,4,"But life is short and information endless: nobody has time for everything. In practice we are generally forced to choose between an unduly brief exposition and no exposition at all. Abbreviation is a necessary evil and the abbreviator's business is to make the best of a job which, though intrinsically bad, is still better than nothing. He must learn to simplify, but not to the point of falsification. He must learn to concentrate upon the essentials of a situation, but without ignoring too many of reality's qualifying side issues. In this way he may be able to tell, not indeed the whole truth (for the whole truth about almost any important subject is incompatible with brevity), but considerably more than the dangerous quarter-truths and half-truths which have always been the current coin of thought.",6,"In this way he may be able to tell, not indeed the whole truth (for the whole truth about almost any important subject is incompatible with brevity), but considerably more than the dangerous quarter-truths and half-truths which have always been the current coin of thought.",45,"['ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'PUNCT', 'ADV', 'CCONJ']",134
13,5,"The subject of freedom and its enemies is enormous, and what I have written is certainly too short to do it full justice; but at least I have touched on many aspects of the problem. Each aspect may have been somewhat over-simplified in the exposition; but these successive over-simplifications add up to a picture that, I hope, gives some hint of the vastness and complexity of the original.",2,"The subject of freedom and its enemies is enormous, and what I have written is certainly too short to do it full justice; but at least I have touched on many aspects of the problem.",35,"['DET', 'NOUN', 'ADP', 'CCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'ADV', 'PART']",68
14,5,"The subject of freedom and its enemies is enormous, and what I have written is certainly too short to do it full justice; but at least I have touched on many aspects of the problem. Each aspect may have been somewhat over-simplified in the exposition; but these successive over-simplifications add up to a picture that, I hope, gives some hint of the vastness and complexity of the original.",2,"Each aspect may have been somewhat over-simplified in the exposition; but these successive over-simplifications add up to a picture that, I hope, gives some hint of the vastness and complexity of the original.",33,"['DET', 'NOUN', 'AUX', 'ADV', 'PUNCT', 'ADJ', 'ADP', 'CCONJ', 'VERB', 'PRON']",68
15,6,"Omitted from the picture (not as being unimportant, but merely for convenience and because I have discussed them on earlier occasions) are the mechanical and military enemies of freedom -- the weapons and ""hardware"" which have so powerfully strengthened the hands of the world's rulers against their subjects, and the ever more ruinously costly preparations for ever more senseless and suicidal wars. The chapters that follow should be read against a background of thoughts about the Hungarian uprising and its repression, about H-bombs, about the cost of what every nation refers to as ""defense,"" and about those endless columns of uniformed boys, white, black, brown, yellow, marching obediently toward the common grave.",2,"Omitted from the picture (not as being unimportant, but merely for convenience and because I have discussed them on earlier occasions) are the mechanical and military enemies of freedom -- the weapons and ""hardware"" which have so powerfully strengthened the hands of the world's rulers against their subjects, and the ever more ruinously costly preparations for ever more senseless and suicidal wars.",62,"['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PART', 'AUX', 'ADJ', 'CCONJ', 'ADV', 'SCONJ', 'PRON']",112
16,6,"Omitted from the picture (not as being unimportant, but merely for convenience and because I have discussed them on earlier occasions) are the mechanical and military enemies of freedom -- the weapons and ""hardware"" which have so powerfully strengthened the hands of the world's rulers against their subjects, and the ever more ruinously costly preparations for ever more senseless and suicidal wars. The chapters that follow should be read against a background of thoughts about the Hungarian uprising and its repression, about H-bombs, about the cost of what every nation refers to as ""defense,"" and about those endless columns of uniformed boys, white, black, brown, yellow, marching obediently toward the common grave.",2,"The chapters that follow should be read against a background of thoughts about the Hungarian uprising and its repression, about H-bombs, about the cost of what every nation refers to as ""defense,"" and about those endless columns of uniformed boys, white, black, brown, yellow, marching obediently toward the common grave.",50,"['DET', 'NOUN', 'PRON', 'VERB', 'AUX', 'ADP', 'ADJ', 'CCONJ', 'PUNCT', 'ADV']",112
17,7,I.,1,I.,1,['PROPN'],1
18,8,Over-Population,1,Over-Population,1,"['ADP', 'PUNCT', 'NOUN']",1
19,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time.",19,"['ADP', 'NUM', 'PUNCT', 'SCONJ', 'PROPN', 'AUX', 'VERB', 'PRON', 'ADV', 'NOUN']",224
20,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,"The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren.",56,"['DET', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'AUX', 'CCONJ', 'PART', 'PRON']",224
21,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford).,26,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'AUX', 'ADV']",224
22,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,"We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World.",44,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PUNCT', 'ADV', 'CCONJ']",224
23,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,"Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much.",17,"['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT', 'PROPN']",224
24,9,"In 1931, when Brave New World was being written, I was convinced that there was still plenty of time. The completely organized society, the scientific caste system, the abolition of free will by methodical conditioning, the servitude made acceptable by regular doses of chemically induced happiness, the orthodoxies drummed in by nightly courses of sleep-teaching -- these things were coming all right, but not in my time, not even in the time of my grandchildren. I forget the exact date of the events recorded in Brave New World; but it was somewhere in the sixth or seventh century A.F. (After Ford). We who were living in the second quarter of the twentieth century A.D. were the inhabitants, admittedly, of a gruesome kind of universe; but the nightmare of those depression years was radically different from the nightmare of the future, described in Brave New World. Ours was a nightmare of too little order; theirs, in the seventh century A.F., of too much. In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",6,"In the process of passing from one extreme to the other, there would be a long interval, so I imagined, during which the more fortunate third of the human race would make the best of both worlds -- the disorderly world of liberalism and the much too orderly Brave New World where perfect efficiency left no room for freedom or personal initiative.",62,"['ADP', 'DET', 'NOUN', 'VERB', 'NUM', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'CCONJ', 'ADV', 'PROPN', 'SCONJ']",224
25,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World.",39,"['NUM', 'PUNCT', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'SCONJ', 'AUX']",170
26,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,The prophecies made in 1931 are coming true much sooner than I thought they would.,15,"['DET', 'NOUN', 'VERB', 'ADP', 'NUM', 'AUX', 'ADJ', 'ADV', 'SCONJ', 'PRON', 'PUNCT']",170
27,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning.,22,"['DET', 'VERB', 'NOUN', 'ADP', 'ADV', 'ADJ', 'CCONJ', 'AUX', 'PART', 'PUNCT']",170
28,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,"In the West, it is true, individual men and women still enjoy a large measure of freedom.",17,"['ADP', 'DET', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'VERB']",170
29,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,"But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane.",27,"['CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'PART', 'AUX']",170
30,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,"In the rest of the world freedom for individuals has already gone, or is manifestly about to go.",18,"['ADP', 'DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'PUNCT', 'CCONJ', 'ADJ', 'PART']",170
31,10,"Twenty-seven years later, in this third quarter of the twentieth century A.D., and long before the end of the first century A.F., I feel a good deal less optimistic than I did when I was writing Brave New World. The prophecies made in 1931 are coming true much sooner than I thought they would. The blessed interval between too little order and the nightmare of too much has not begun and shows no sign of beginning. In the West, it is true, individual men and women still enjoy a large measure of freedom. But even in those countries that have a tradition of democratic government, this freedom and even the desire for this freedom seem to be on the wane. In the rest of the world freedom for individuals has already gone, or is manifestly about to go. The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",7,"The nightmare of total organization, which I had situated in the seventh century After Ford, has emerged from the safe, remote future and is now awaiting us, just around the next corner.",32,"['DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PROPN', 'CCONJ', 'ADV']",170
32,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism.,27,"['PROPN', 'PART', 'NUM', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'CCONJ', 'PUNCT']",184
33,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride.,27,"['ADJ', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'ADV', 'PRON', 'PUNCT']",184
34,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,"In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell.",39,"['ADP', 'NUM', 'ADJ', 'NOUN', 'AUX', 'PART', 'DET', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'PROPN']",184
35,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,"In the context of 1948, 1984 seemed dreadfully convincing.",9,"['ADP', 'DET', 'NOUN', 'NUM', 'PUNCT', 'VERB', 'ADV', 'ADJ']",184
36,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,"But tyrants, after all, are mortal and circumstances change.",9,"['CCONJ', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'ADJ', 'VERB']",184
37,11,"George Orwell's 1984 was a magnified projection into the future of a present that contained Stalinism and an immediate past that had witnessed the flowering of Nazism. Brave New World was written before the rise of Hitler to supreme power in Germany and when the Russian tyrant had not yet got into his stride. In 1931 systematic terrorism was not the obsessive contemporary fact which it had become in 1948, and the future dictatorship of my imaginary world was a good deal less brutal than the future dictatorship so brilliantly portrayed by Orwell. In the context of 1948, 1984 seemed dreadfully convincing. But tyrants, after all, are mortal and circumstances change. Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude. A nuclear war will, of course, make nonsense of everybody's predictions. But, assuming for the moment that the Great Powers can somehow refrain from destroying us, we can say that it now looks as though the odds were more in favor of something like Brave New World than of something like 1984.",8,Recent developments in Russia and recent advances in science and technology have robbed Orwell's book of some of its gruesome verisimilitude.,21,"['ADJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'AUX', 'VERB', 'PART', 'PRON', 'PUNCT']",184
