,index,block,block_length,line,line_length,part_of_word,block_words
10,7,"""Well, I lay if I get hold of you I'll-""",1,"""Well, I lay if I get hold of you I will-""",11,"['PUNCT', 'INTJ', 'PRON', 'VERB', 'SCONJ', 'NOUN', 'ADP']",11
11,8,"She did not finish, for by this time she was bending down and punching under the bed with the broom, and so she needed breath to punctuate the punches with. She resurrected nothing but the cat.",2,"She did not finish, for by this time she was bending down and punching under the bed with the broom, and so she needed breath to punctuate the punches with.",30,"['PRON', 'AUX', 'PART', 'VERB', 'PUNCT', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV']",36
12,8,"She did not finish, for by this time she was bending down and punching under the bed with the broom, and so she needed breath to punctuate the punches with. She resurrected nothing but the cat.",2,She resurrected nothing but the cat.,6,"['PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PUNCT']",36
13,9,"""I never did see the beat of that boy!""",1,"""I never did see the beat of that boy!""",9,"['PUNCT', 'PRON', 'ADV', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP']",9
14,10,"She went to the open door and stood in it and looked out among the tomato vines and ""Jimpson"" weeds that constituted the garden. No Tom. So she lifted up her voice at an angle calculated for distance and shouted:",3,"She went to the open door and stood in it and looked out among the tomato vines and ""Jimpson"" weeds that constituted the garden.",24,"['PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PUNCT', 'PROPN']",40
15,10,"She went to the open door and stood in it and looked out among the tomato vines and ""Jimpson"" weeds that constituted the garden. No Tom. So she lifted up her voice at an angle calculated for distance and shouted:",3,No Tom.,2,"['DET', 'PROPN', 'PUNCT']",40
16,10,"She went to the open door and stood in it and looked out among the tomato vines and ""Jimpson"" weeds that constituted the garden. No Tom. So she lifted up her voice at an angle calculated for distance and shouted:",3,So she lifted up her voice at an angle calculated for distance and shouted:,14,"['ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'DET', 'CCONJ', 'PUNCT']",40
17,11,"""Y-o-u-u Tom!""",1,"""Y-o-you-you Tom!""",2,"['PUNCT', 'NOUN', 'PRON', 'PROPN']",2
18,12,There was a slight noise behind her and she turned just in time to seize a small boy by the slack of his roundabouta and arrest his flight.,1,There was a slight noise behind her and she turned just in time to seize a small boy by the slack of his roundabouta and arrest his flight.,28,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'CCONJ', 'ADV', 'PART', 'PUNCT']",28
19,13,"""There! I might 'a' thought of that closet. What you been doing in there?""",3,"""There!",1,"['PUNCT', 'ADV']",14
20,13,"""There! I might 'a' thought of that closet. What you been doing in there?""",3,I might 'a' thought of that closet.,7,"['PRON', 'AUX', 'PUNCT', 'DET', 'NOUN', 'ADP']",14
21,13,"""There! I might 'a' thought of that closet. What you been doing in there?""",3,"What you been doing in there?""",6,"['PRON', 'AUX', 'VERB', 'ADV', 'PUNCT']",14
22,14,"""Nothing.""",1,"""Nothing.""",1,"['PUNCT', 'PRON']",1
23,15,"""Nothing! Look at your hands. And look at your mouth. What is that truck?""",4,"""Nothing!",1,"['PUNCT', 'PRON']",14
24,15,"""Nothing! Look at your hands. And look at your mouth. What is that truck?""",4,Look at your hands.,4,"['VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']",14
25,15,"""Nothing! Look at your hands. And look at your mouth. What is that truck?""",4,And look at your mouth.,5,"['CCONJ', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']",14
26,15,"""Nothing! Look at your hands. And look at your mouth. What is that truck?""",4,"What is that truck?""",4,"['PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']",14
27,16,"""I don't know, aunt.""",1,"""I do not know, aunt.""",5,"['PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'NOUN']",5
28,17,"""Well, I know It's jam-that's what it is. Forty times I've said if you didn't let that jam alone I'd skin you. Hand me that switch.""",3,"""Well, I know It is jam-that is what it is.",10,"['PUNCT', 'INTJ', 'PRON', 'VERB', 'AUX', 'PROPN']",31
29,17,"""Well, I know It's jam-that's what it is. Forty times I've said if you didn't let that jam alone I'd skin you. Hand me that switch.""",3,Forty times I have said if you did not let that jam alone I would skin you.,17,"['NUM', 'NOUN', 'PRON', 'AUX', 'VERB', 'SCONJ', 'PART', 'DET', 'ADV', 'PUNCT']",31
30,17,"""Well, I know It's jam-that's what it is. Forty times I've said if you didn't let that jam alone I'd skin you. Hand me that switch.""",3,"Hand me that switch.""",4,"['VERB', 'PRON', 'PUNCT']",31
31,18,The switch hovered in the air-the peril was desperate-,1,The switch hovered in the air-the peril was desperate-,9,"['DET', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'AUX', 'ADJ']",9
32,19,"""My! Look behind you, aunt!""",1,"""My! Look behind you, aunt!""",5,"['PUNCT', 'INTJ', 'VERB', 'ADP', 'PRON', 'NOUN']",5
33,20,"The old lady whirled round, and snatched her skirts out of danger. The lad fled, on the instant, scrambled up the high board fence, and disappeared over it.",2,"The old lady whirled round, and snatched her skirts out of danger.",12,"['DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'ADP']",28
34,20,"The old lady whirled round, and snatched her skirts out of danger. The lad fled, on the instant, scrambled up the high board fence, and disappeared over it.",2,"The lad fled, on the instant, scrambled up the high board fence, and disappeared over it.",16,"['DET', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'CCONJ', 'PRON']",28
35,21,"His aunt Polly stood surprised a moment, and then broke into a gentle laugh.",1,"His aunt Polly stood surprised a moment, and then broke into a gentle laugh.",14,"['PRON', 'NOUN', 'ADV', 'VERB', 'ADJ', 'DET', 'PUNCT', 'CCONJ', 'ADP']",14
36,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"""Hang the boy, cannot I never learn anything?",8,"['PUNCT', 'VERB', 'DET', 'NOUN', 'AUX', 'PART', 'PRON', 'ADV']",301
37,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,Are not he played me tricks enough like that for me to be looking out for him by this time?,20,"['AUX', 'PART', 'PRON', 'VERB', 'NOUN', 'ADV', 'ADP', 'SCONJ', 'DET', 'PUNCT']",301
38,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,But old fools is the biggest fools there is.,9,"['CCONJ', 'ADJ', 'NOUN', 'AUX', 'DET', 'PRON', 'VERB', 'PUNCT']",301
39,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"Cannot learn an old dog new tricks, as the saying is.",11,"['AUX', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'SCONJ']",301
40,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"But my goodness, he never plays them alike, two days, and how is a body to know what is coming?",20,"['CCONJ', 'PRON', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'NUM', 'SCONJ', 'AUX', 'DET', 'PART']",301
41,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it is all down again and I cannot hit him a lick.",48,"['PRON', 'PUNCT', 'NOUN', 'PART', 'VERB', 'ADV', 'SCONJ', 'AUX', 'ADP', 'CCONJ', 'DET']",301
42,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"I are not doing my duty by that boy, and that is the Lord's truth, goodness knows.",17,"['PRON', 'AUX', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'PUNCT', 'CCONJ', 'PROPN']",301
43,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"Spare the rod and spile the child, as the Good Book says.",12,"['VERB', 'DET', 'NOUN', 'CCONJ', 'PUNCT', 'SCONJ', 'PROPN']",301
44,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"I am a-laying up sin and suffering for us both, I know.",12,"['PRON', 'AUX', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'CCONJ']",301
45,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"He is full of the Old Scratch,b but laws-a-me!",9,"['PRON', 'AUX', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ']",301
46,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"he is my own dead sister's boy, poor thing, and I are not got the heart to lash him, somehow.",20,"['PRON', 'AUX', 'ADJ', 'NOUN', 'PART', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'ADV']",301
47,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks.",23,"['DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PUNCT', 'AUX', 'ADV', 'CCONJ', 'ADJ']",301
48,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it is so.",25,"['INTJ', 'PUNCT', 'DET', 'ADV', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'CCONJ', 'SCONJ']",301
49,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"He will play hooky this evening, and I will just be obleeged to make him work, tomorrow, to punish him.",20,"['PRON', 'AUX', 'VERB', 'ADJ', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PART']",301
50,22,"""Hang the boy, can't I never learn anything? Ain't he played me tricks enough like that for me to be looking out for him by this time? But old fools is the biggest fools there is. Can't learn an old dog new tricks, as the saying is. But my goodness, he never plays them alike, two days, and how is a body to know what's coming? He 'pears to know just how long he can torment me before I get my dander up, and he knows if he can make out to put me off for a minute or make me laugh, it's all down again and I can't hit him a lick. I ain't doing my duty by that boy, and that's the Lord's truth, goodness knows. Spare the rod and spile the child, as the Good Book says. I'm a-laying up sin and suffering for us both, I know. He's full of the Old Scratch,b but laws-a-me! he's my own dead sister's boy, poor thing, and I ain't got the heart to lash him, somehow. Every time I let him off, my conscience does hurt me so, and every time I hit him my old heart most breaks. Well-a-well, man that is born of woman is of few days and full of trouble, as the Scripture says, and I reckon it's so. He'll play hooky this evening, and I'll just be obleeged to make him work, tomorrow, to punish him. It's mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I've got to do some of my duty by him, or I'll be the ruination of the child.""",15,"It is mighty hard to make him work Saturdays, when all the boys is having holiday, but he hates work more than he hates anything else, and I have got to do some of my duty by him, or I will be the ruination of the child.""",47,"['PRON', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'PROPN', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'CCONJ', 'ADP']",301
51,23,"Tom did play hooky, and he had a very good time. He got back home barely in season to help Jim, the small colored boy, saw next day's wood and split the kindlings before supper-at least he was there in time to tell his adventures to Jim while Jim did three-fourths of the work. Tom's younger brother (or rather half brother) Sid was already through with his part of the work (picking up chips), for he was a quiet boy, and had no adventurous, troublesome ways.",4,"Tom did play hooky, and he had a very good time.",11,"['PROPN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'PRON', 'DET', 'ADV', 'ADJ', 'NOUN']",86
52,23,"Tom did play hooky, and he had a very good time. He got back home barely in season to help Jim, the small colored boy, saw next day's wood and split the kindlings before supper-at least he was there in time to tell his adventures to Jim while Jim did three-fourths of the work. Tom's younger brother (or rather half brother) Sid was already through with his part of the work (picking up chips), for he was a quiet boy, and had no adventurous, troublesome ways.",4,"He got back home barely in season to help Jim, the small colored boy, saw next day's wood and split the kindlings before supper-at least he was there in time to tell his adventures to Jim while Jim did three-fourths of the work.",43,"['PRON', 'VERB', 'ADV', 'ADP', 'NOUN', 'PART', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'CCONJ', 'AUX', 'SCONJ', 'NUM']",86
53,23,"Tom did play hooky, and he had a very good time. He got back home barely in season to help Jim, the small colored boy, saw next day's wood and split the kindlings before supper-at least he was there in time to tell his adventures to Jim while Jim did three-fourths of the work. Tom's younger brother (or rather half brother) Sid was already through with his part of the work (picking up chips), for he was a quiet boy, and had no adventurous, troublesome ways.",4,Tom's younger brother (or rather half brother),7,"['PROPN', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADV']",86
