,index,block,block_length,line,line_length,part_of_word,block_words
1745,578,"With a spring Gollum got up and started shambling off at a great pace. Bilbo hurried after him, still cautiously, though his chief fear now was of tripping on another snag and falling with a noise. His head was in a whirl of hope and wonder. It seemed that the ring he had was a magic ring: it made you invisible! He had heard of such things, of course, in old old tales; but it was hard to believe that he really had found one, by accident. Still there it was: Gollum with his bright eyes had passed him by, only a yard to one side.",6,"He had heard of such things, of course, in old old tales; but it was hard to believe that he really had found one, by accident.",26,"['PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PART', 'SCONJ', 'ADV', 'NUM']",106
1746,578,"With a spring Gollum got up and started shambling off at a great pace. Bilbo hurried after him, still cautiously, though his chief fear now was of tripping on another snag and falling with a noise. His head was in a whirl of hope and wonder. It seemed that the ring he had was a magic ring: it made you invisible! He had heard of such things, of course, in old old tales; but it was hard to believe that he really had found one, by accident. Still there it was: Gollum with his bright eyes had passed him by, only a yard to one side.",6,"Still there it was: Gollum with his bright eyes had passed him by, only a yard to one side.",19,"['ADV', 'PRON', 'AUX', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'DET', 'NUM']",106
1747,579,"On they went, Gollum flip-flapping ahead, hissing and cursing; Bilbo behind going as softly as a hobbit can. Soon they came to places where, as Bilbo had noticed on the way down, side-passages opened, this way and that. Gollum began at once to count them.",3,"On they went, Gollum flip-flapping ahead, hissing and cursing; Bilbo behind going as softly as a hobbit can.",18,"['SCONJ', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'NOUN', 'ADV', 'CCONJ', 'ADP', 'DET', 'AUX']",45
1748,579,"On they went, Gollum flip-flapping ahead, hissing and cursing; Bilbo behind going as softly as a hobbit can. Soon they came to places where, as Bilbo had noticed on the way down, side-passages opened, this way and that. Gollum began at once to count them.",3,"Soon they came to places where, as Bilbo had noticed on the way down, side-passages opened, this way and that.",20,"['ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PUNCT', 'PROPN', 'AUX', 'DET', 'CCONJ']",45
1749,579,"On they went, Gollum flip-flapping ahead, hissing and cursing; Bilbo behind going as softly as a hobbit can. Soon they came to places where, as Bilbo had noticed on the way down, side-passages opened, this way and that. Gollum began at once to count them.",3,Gollum began at once to count them.,7,"['PROPN', 'VERB', 'ADP', 'ADV', 'PART', 'PRON', 'PUNCT']",45
1750,580,"""One left, yes. One right, yes. Two right, yes, yes. Two left, yes, yes."" And so on and on.",5,"""One left, yes.",3,"['PUNCT', 'NUM', 'VERB', 'INTJ']",19
1751,580,"""One left, yes. One right, yes. Two right, yes, yes. Two left, yes, yes."" And so on and on.",5,"One right, yes.",3,"['NUM', 'NOUN', 'PUNCT', 'INTJ']",19
1752,580,"""One left, yes. One right, yes. Two right, yes, yes. Two left, yes, yes."" And so on and on.",5,"Two right, yes, yes.",4,"['NUM', 'NOUN', 'PUNCT', 'INTJ']",19
1753,580,"""One left, yes. One right, yes. Two right, yes, yes. Two left, yes, yes."" And so on and on.",5,"Two left, yes, yes.""",4,"['NUM', 'VERB', 'PUNCT', 'INTJ']",19
1754,580,"""One left, yes. One right, yes. Two right, yes, yes. Two left, yes, yes."" And so on and on.",5,And so on and on.,5,"['CCONJ', 'ADV', 'PUNCT']",19
1755,581,"As the count grew he slowed down, and he began to get shaky and weepy; for he was leaving the water further and further behind, and he was getting afraid. Goblins might be about, and he had lost his ring. At last he stopped by a low opening, on their left as they went up.",3,"As the count grew he slowed down, and he began to get shaky and weepy; for he was leaving the water further and further behind, and he was getting afraid.",30,"['SCONJ', 'DET', 'NOUN', 'VERB', 'PRON', 'ADP', 'PUNCT', 'CCONJ', 'PART', 'ADJ', 'AUX', 'ADV']",55
1756,581,"As the count grew he slowed down, and he began to get shaky and weepy; for he was leaving the water further and further behind, and he was getting afraid. Goblins might be about, and he had lost his ring. At last he stopped by a low opening, on their left as they went up.",3,"Goblins might be about, and he had lost his ring.",10,"['NOUN', 'AUX', 'ADP', 'PUNCT', 'CCONJ', 'PRON', 'VERB']",55
1757,581,"As the count grew he slowed down, and he began to get shaky and weepy; for he was leaving the water further and further behind, and he was getting afraid. Goblins might be about, and he had lost his ring. At last he stopped by a low opening, on their left as they went up.",3,"At last he stopped by a low opening, on their left as they went up.",15,"['ADP', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'SCONJ']",55
1758,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,"""Seven right, yes.",3,"['PUNCT', 'NUM', 'INTJ']",23
1759,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,"Six left, yes!""",3,"['NUM', 'ADJ', 'PUNCT', 'INTJ']",23
1760,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,he whispered.,2,"['PRON', 'VERB', 'PUNCT']",23
1761,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,"""This is it.",3,"['PUNCT', 'PRON', 'AUX']",23
1762,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,"This is the way to the back-door, yes.",8,"['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PUNCT', 'INTJ']",23
1763,582,"""Seven right, yes. Six left, yes!"" he whispered. ""This is it. This is the way to the back-door, yes. Here's the passage!""",6,"Here is the passage!""",4,"['ADV', 'AUX', 'DET', 'NOUN', 'PUNCT']",23
1764,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,"He peered in, and shrank back.",6,"['PRON', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'ADV']",25
1765,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,"""But we durstn't go in, precious, no we durstn't.",9,"['PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'ADJ', 'INTJ']",25
1766,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,Goblinses down there.,3,"['NOUN', 'ADV', 'PUNCT']",25
1767,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,Lots of goblinses.,3,"['NOUN', 'ADP', 'PUNCT']",25
1768,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,We smells them.,3,"['PRON', 'VERB', 'PUNCT']",25
1769,583,"He peered in, and shrank back. ""But we durstn't go in, precious, no we durstn't. Goblinses down there. Lots of goblinses. We smells them. Ssss!""",6,"Ssss!""",1,"['NOUN', 'PUNCT']",25
1770,584,"""What shall we do? Curse them and crush them! We must wait here, precious, wait a bit and see.""",3,"""What shall we do?",4,"['PUNCT', 'PRON', 'AUX', 'VERB']",19
1771,584,"""What shall we do? Curse them and crush them! We must wait here, precious, wait a bit and see.""",3,Curse them and crush them!,5,"['VERB', 'PRON', 'CCONJ', 'PUNCT']",19
1772,584,"""What shall we do? Curse them and crush them! We must wait here, precious, wait a bit and see.""",3,"We must wait here, precious, wait a bit and see.""",10,"['PRON', 'AUX', 'VERB', 'ADV', 'PUNCT', 'ADJ', 'DET', 'NOUN', 'CCONJ']",19
1773,585,"So they came to a dead stop. Gollum had brought Bilbo to the way out after all, but Bilbo could not get in! There was Gollum sitting humped up right in the opening, and his eyes gleamed cold in his head, as he swayed it from side to side between his knees.",3,So they came to a dead stop.,7,"['ADV', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",52
1774,585,"So they came to a dead stop. Gollum had brought Bilbo to the way out after all, but Bilbo could not get in! There was Gollum sitting humped up right in the opening, and his eyes gleamed cold in his head, as he swayed it from side to side between his knees.",3,"Gollum had brought Bilbo to the way out after all, but Bilbo could not get in!",16,"['PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'CCONJ', 'PART']",52
1775,585,"So they came to a dead stop. Gollum had brought Bilbo to the way out after all, but Bilbo could not get in! There was Gollum sitting humped up right in the opening, and his eyes gleamed cold in his head, as he swayed it from side to side between his knees.",3,"There was Gollum sitting humped up right in the opening, and his eyes gleamed cold in his head, as he swayed it from side to side between his knees.",29,"['PRON', 'VERB', 'PROPN', 'ADP', 'ADV', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'SCONJ']",52
1776,586,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green. He hissed softly but menacingly. He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell. He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone. Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",5,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green.",23,"['PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'ADJ']",109
1777,586,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green. He hissed softly but menacingly. He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell. He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone. Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",5,He hissed softly but menacingly.,5,"['PRON', 'VERB', 'ADV', 'CCONJ', 'PUNCT']",109
1778,586,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green. He hissed softly but menacingly. He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell. He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone. Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",5,"He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell.",26,"['PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'ADJ', 'SCONJ']",109
1779,586,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green. He hissed softly but menacingly. He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell. He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone. Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",5,"He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone.",25,"['PRON', 'VERB', 'PART', 'AUX', 'ADV', 'ADP', 'ADJ', 'NOUN', 'DET', 'PUNCT', 'CCONJ']",109
1780,586,"Bilbo crept away from the wall more quietly than a mouse; but Gollum stiffened at once, and sniffed, and his eyes went green. He hissed softly but menacingly. He could not see the hobbit, but now he was on the alert, and he had other senses that the darkness had sharpened: hearing and smell. He seemed to be crouched right down with his flat hands splayed on the floor, and his head thrust out, nose almost to the stone. Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",5,"Though he was only a black shadow in the gleam of his own eyes, Bilbo could see or feel that he was tense as a bowstring, gathered for a spring.",30,"['SCONJ', 'PRON', 'AUX', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'PUNCT', 'PROPN', 'VERB', 'CCONJ']",109
1781,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"Bilbo almost stopped breathing, and went stiff himself.",8,"['PROPN', 'ADV', 'VERB', 'PUNCT', 'CCONJ', 'ADJ', 'PRON']",139
1782,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,He was desperate.,3,"['PRON', 'AUX', 'ADJ', 'PUNCT']",139
1783,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"He must get away, out of this horrible darkness, while he had any strength left.",15,"['PRON', 'AUX', 'VERB', 'ADV', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ']",139
1784,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,He must fight.,3,"['PRON', 'AUX', 'VERB', 'PUNCT']",139
1785,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"He must stab the foul thing, put its eyes out, kill it.",12,"['PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP']",139
1786,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,It meant to kill him.,5,"['PRON', 'VERB', 'PART', 'PUNCT']",139
1787,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"No, not a fair fight.",5,"['INTJ', 'PUNCT', 'PART', 'DET', 'ADJ', 'NOUN']",139
1788,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,He was invisible now.,4,"['PRON', 'AUX', 'ADJ', 'ADV', 'PUNCT']",139
1789,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,Gollum had no sword.,4,"['PROPN', 'VERB', 'DET', 'NOUN', 'PUNCT']",139
1790,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"Gollum had not actually threatened to kill him, or tried to yet.",12,"['PROPN', 'AUX', 'PART', 'ADV', 'VERB', 'PRON', 'PUNCT', 'CCONJ']",139
1791,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"And he was miserable, alone, lost.",6,"['CCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'VERB']",139
1792,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering.",32,"['DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PART', 'CCONJ']",139
1793,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,All these thoughts passed in a flash of a second.,10,"['DET', 'NOUN', 'VERB', 'ADP', 'PUNCT']",139
1794,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,He trembled.,2,"['PRON', 'VERB', 'PUNCT']",139
1795,587,"Bilbo almost stopped breathing, and went stiff himself. He was desperate. He must get away, out of this horrible darkness, while he had any strength left. He must fight. He must stab the foul thing, put its eyes out, kill it. It meant to kill him. No, not a fair fight. He was invisible now. Gollum had no sword. Gollum had not actually threatened to kill him, or tried to yet. And he was miserable, alone, lost. A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart: a glimpse of endless unmarked days without light or hope of betterment, hard stone, cold fish, sneaking and whispering. All these thoughts passed in a flash of a second. He trembled. And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",15,"And then quite suddenly in another flash, as if lifted by a new strength and resolve, he leaped.",18,"['CCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'ADJ', 'PRON']",139
1796,588,"No great leap for a man, but a leap in the dark. Straight over Gollum's head he jumped, seven feet forward and three in the air; indeed, had he known it, he only just missed cracking his skull on the low arch of the passage.",2,"No great leap for a man, but a leap in the dark.",12,"['DET', 'ADJ', 'NOUN', 'ADP', 'PUNCT', 'CCONJ']",45
1797,588,"No great leap for a man, but a leap in the dark. Straight over Gollum's head he jumped, seven feet forward and three in the air; indeed, had he known it, he only just missed cracking his skull on the low arch of the passage.",2,"Straight over Gollum's head he jumped, seven feet forward and three in the air; indeed, had he known it, he only just missed cracking his skull on the low arch of the passage.",33,"['ADV', 'ADP', 'PROPN', 'PART', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'NUM', 'CCONJ', 'DET', 'AUX', 'ADJ']",45
1798,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel.",35,"['PROPN', 'VERB', 'PRON', 'ADV', 'PUNCT', 'CCONJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'ADJ']",124
1799,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,He did not turn to see what Gollum was doing.,10,"['PRON', 'AUX', 'PART', 'VERB', 'PROPN', 'PUNCT']",124
1800,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,"There was a hissing and cursing almost at his heels at first, then it stopped.",15,"['PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'PUNCT']",124
1801,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,"All at once there came a bloodcurdling shriek, filled with hatred and despair.",13,"['ADV', 'ADP', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ']",124
1802,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,Gollum was defeated.,3,"['PROPN', 'AUX', 'VERB', 'PUNCT']",124
1803,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,He dared go no further.,5,"['PRON', 'VERB', 'ADV', 'PUNCT']",124
1804,589,"Gollum threw himself backwards, and grabbed as the hobbit flew over him, but too late: his hands snapped on thin air, and Bilbo, falling fair on his sturdy feet, sped off down the new tunnel. He did not turn to see what Gollum was doing. There was a hissing and cursing almost at his heels at first, then it stopped. All at once there came a bloodcurdling shriek, filled with hatred and despair. Gollum was defeated. He dared go no further. He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious. The cry brought Bilbo's heart to his mouth, but still he held on. Now faint as an echo, but menacing, the voice came behind:",9,"He had lost: lost his prey, and lost, too, the only thing he had ever cared for, his precious.",19,"['PRON', 'AUX', 'VERB', 'PUNCT', 'NOUN', 'CCONJ', 'ADV', 'DET', 'ADJ', 'ADP']",124
